"nurse_id","gender","name","mobility","municipality","updated_at[nurse_nurse]","status","is_active","is_profile_updated","is_onboarding_completed","is_approved[nurse_nurse]","treatment_type"
"0127d89a-51e7-4867-b5c7-3502d7038c88","FEMALE","DEFAULT","WHEELCHAIR","Ramat-Gan","2024-09-26 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"0127d89a-51e7-4867-b5c7-3502d7038c88","FEMALE","ENEMA_UNDER_INSTRUCTION","INDEPENDENT","Bat-Yam","2024-09-26 00:00:00","CLOSED",1,0,1,1,"NURSE"
"0127d89a-51e7-4867-b5c7-3502d7038c88","FEMALE","PRIVATE_SECURITY_HOME","BEDRIDDEN","Tel Aviv-Yafo","2024-09-26 00:00:00","CLOSED",1,0,1,1,"NURSE"
"0127d89a-51e7-4867-b5c7-3502d7038c88","FEMALE","PRIVATE_SECURITY_HOME","INDEPENDENT","Hadera","2024-09-26 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"0127d89a-51e7-4867-b5c7-3502d7038c88","FEMALE","PRIVATE_SECURITY_HOME","INDEPENDENT","Jerusalem","2024-09-26 00:00:00","CLOSED",1,0,1,1,"NURSE"
"0127d89a-51e7-4867-b5c7-3502d7038c88","FEMALE","PRIVATE_SECURITY_HOME","INDEPENDENT","חיפה","2024-09-26 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"0127d89a-51e7-4867-b5c7-3502d7038c88","FEMALE","PRIVATE_SECURITY_HOME","WALKER","Ramat-Gan","2024-09-26 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"0127d89a-51e7-4867-b5c7-3502d7038c88","FEMALE","PRIVATE_SECURITY_HOME","WHEELCHAIR","חיפה","2024-09-26 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"0127d89a-51e7-4867-b5c7-3502d7038c88","FEMALE","PRIVATE_SECURITY_HOSPITAL","BEDRIDDEN","Beer Yaakov","2024-09-26 00:00:00","CLOSED",1,0,1,1,"NURSE"
"0127d89a-51e7-4867-b5c7-3502d7038c88","FEMALE","PRIVATE_SECURITY_HOSPITAL","BEDRIDDEN","Pardes Hanna-Karkur","2024-09-26 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"0127d89a-51e7-4867-b5c7-3502d7038c88","FEMALE","PRIVATE_SECURITY_HOSPITAL","INDEPENDENT","Jerusalem","2024-09-26 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"0127d89a-51e7-4867-b5c7-3502d7038c88","FEMALE","PRIVATE_SECURITY_HOSPITAL","INDEPENDENT","תל אביב-יפו","2024-09-26 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"0127d89a-51e7-4867-b5c7-3502d7038c88","FEMALE","PRIVATE_SECURITY_HOSPITAL","WALKER","Kefar Sava","2024-09-26 00:00:00","CLOSED",1,0,1,1,"NURSE"
"0127d89a-51e7-4867-b5c7-3502d7038c88","FEMALE","PRIVATE_SECURITY_HOSPITAL","WALKER","Tel Aviv-Yafo","2024-09-26 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"0127d89a-51e7-4867-b5c7-3502d7038c88","FEMALE","PRIVATE_SECURITY_HOSPITAL","WALKING_CANE","Kefar Sava","2024-09-26 00:00:00","CLOSED",1,0,1,1,"NURSE"
"0127d89a-51e7-4867-b5c7-3502d7038c88","FEMALE","STOMA_TREATMENT","INDEPENDENT","Beit Dagan","2024-09-26 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"0127d89a-51e7-4867-b5c7-3502d7038c88","FEMALE","WOUND_CARE","INDEPENDENT","Ramat-Gan","2024-09-26 00:00:00","CLOSED",1,0,1,1,"NURSE"
"0127d89a-51e7-4867-b5c7-3502d7038c88","FEMALE","WOUND_CARE","WHEELCHAIR","Herzliya","2024-09-26 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"012c767f-6856-40a2-9702-38b394dff355","FEMALE","DAY_NIGHT_CIRCUMCISION_NURSE","INDEPENDENT","Holon","2024-12-10 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"012c767f-6856-40a2-9702-38b394dff355","FEMALE","DEFAULT","BEDRIDDEN","Rehovoth","2024-12-10 00:00:00","CLOSED",1,0,1,1,"NURSE"
"012c767f-6856-40a2-9702-38b394dff355","FEMALE","DEFAULT","BEDRIDDEN","Tel Aviv-Yafo","2024-12-10 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"012c767f-6856-40a2-9702-38b394dff355","FEMALE","DEFAULT","BEDRIDDEN","Tel Aviv-Yafo","2024-12-10 00:00:00","CLOSED",1,0,1,1,"NURSE"
"012c767f-6856-40a2-9702-38b394dff355","FEMALE","DEFAULT","INDEPENDENT","Ashkelon","2024-12-10 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"012c767f-6856-40a2-9702-38b394dff355","FEMALE","DEFAULT","INDEPENDENT","Beer Ya'akov","2024-12-10 00:00:00","CLOSED",1,0,1,1,"NURSE"
"012c767f-6856-40a2-9702-38b394dff355","FEMALE","DEFAULT","INDEPENDENT","Kfar Tapuach","2024-12-10 00:00:00","CLOSED",1,0,1,1,"NURSE"
"012c767f-6856-40a2-9702-38b394dff355","FEMALE","DEFAULT","INDEPENDENT","Ramat-Gan","2024-12-10 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"012c767f-6856-40a2-9702-38b394dff355","FEMALE","DEFAULT","INDEPENDENT","Rehovoth","2024-12-10 00:00:00","CLOSED",1,0,1,1,"NURSE"
"012c767f-6856-40a2-9702-38b394dff355","FEMALE","DEFAULT","INDEPENDENT","Tel Aviv-Yafo","2024-12-10 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"012c767f-6856-40a2-9702-38b394dff355","FEMALE","DEFAULT","WALKER","Rehovoth","2024-12-10 00:00:00","CLOSED",1,0,1,1,"NURSE"
"012c767f-6856-40a2-9702-38b394dff355","FEMALE","MEDICATION","INDEPENDENT","Ramat-Gan","2024-12-10 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"012c767f-6856-40a2-9702-38b394dff355","FEMALE","MEDICATION_ARRANGEMENT","INDEPENDENT","Holon","2024-12-10 00:00:00","CANCELLED",0,0,1,1,"NURSE"
"012c767f-6856-40a2-9702-38b394dff355","FEMALE","PRIVATE_SECURITY_HOME","INDEPENDENT","Ramat-Gan","2024-12-10 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"012c767f-6856-40a2-9702-38b394dff355","FEMALE","PRIVATE_SECURITY_HOME","WALKER","Hefa","2024-12-10 00:00:00","CLOSED",1,0,1,1,"NURSE"
"012c767f-6856-40a2-9702-38b394dff355","FEMALE","PRIVATE_SECURITY_HOME","WALKER","Nethanya","2024-12-10 00:00:00","CLOSED",1,0,1,1,"NURSE"
"012c767f-6856-40a2-9702-38b394dff355","FEMALE","PRIVATE_SECURITY_HOME","WALKING_CANE","Ness Ziona","2024-12-10 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"012c767f-6856-40a2-9702-38b394dff355","FEMALE","PRIVATE_SECURITY_HOSPITAL","BEDRIDDEN","Petach Tikva","2024-12-10 00:00:00","CLOSED",1,0,1,1,"NURSE"
"012c767f-6856-40a2-9702-38b394dff355","FEMALE","PRIVATE_SECURITY_HOSPITAL","INDEPENDENT","Jerusalem","2024-12-10 00:00:00","CLOSED",1,0,1,1,"NURSE"
"012c767f-6856-40a2-9702-38b394dff355","FEMALE","PRIVATE_SECURITY_HOSPITAL","INDEPENDENT","Rishon LeTsiyon","2024-12-10 00:00:00","CLOSED",1,0,1,1,"NURSE"
"012c767f-6856-40a2-9702-38b394dff355","FEMALE","WOUND_CARE","INDEPENDENT","Hefa","2024-12-10 00:00:00","CLOSED",1,0,1,1,"NURSE"
"012c767f-6856-40a2-9702-38b394dff355","FEMALE","WOUND_CARE","INDEPENDENT","Rishon LeTsiyon","2024-12-10 00:00:00","CLOSED",1,0,1,1,"NURSE"
"012c767f-6856-40a2-9702-38b394dff355","FEMALE","WOUND_CARE","INDEPENDENT","Rishon Lezion","2024-12-10 00:00:00","APPROVED",1,0,1,1,"NURSE"
"01b52cbb-bee6-4b5d-9087-fd53c62b2a19","FEMALE","DEFAULT","BEDRIDDEN","Nethanya","2025-01-31 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"01b52cbb-bee6-4b5d-9087-fd53c62b2a19","FEMALE","DEFAULT","BEDRIDDEN","Tel Aviv-Yafo","2025-01-31 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"01b52cbb-bee6-4b5d-9087-fd53c62b2a19","FEMALE","DEFAULT","INDEPENDENT","Tel Aviv-Yafo","2025-01-31 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"01b52cbb-bee6-4b5d-9087-fd53c62b2a19","FEMALE","DEFAULT","WALKER","Ramat-Gan","2025-01-31 00:00:00","CLOSED",1,0,1,1,"NURSE"
"01b52cbb-bee6-4b5d-9087-fd53c62b2a19","FEMALE","DEFAULT","WALKER","Tel Aviv-Yafo","2025-01-31 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"01b52cbb-bee6-4b5d-9087-fd53c62b2a19","FEMALE","DEFAULT","WALKING_CANE","Tel Aviv-Yafo","2025-01-31 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"01b52cbb-bee6-4b5d-9087-fd53c62b2a19","FEMALE","DEFAULT","WHEELCHAIR","Tel Aviv-Yafo","2025-01-31 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"01b52cbb-bee6-4b5d-9087-fd53c62b2a19","FEMALE","PRIVATE_SECURITY_HOME","INDEPENDENT","Hefa","2025-01-31 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"01b52cbb-bee6-4b5d-9087-fd53c62b2a19","FEMALE","PRIVATE_SECURITY_HOSPITAL","WALKER","Ganei Tikva","2025-01-31 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"DAY_NIGHT_CIRCUMCISION_NURSE","INDEPENDENT","Beer Yaakov","2024-10-23 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"DAY_NIGHT_CIRCUMCISION_NURSE","INDEPENDENT","Holon","2024-10-23 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"DAY_NIGHT_CIRCUMCISION_NURSE","INDEPENDENT","Ramat-Gan","2024-10-23 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"DEFAULT","INDEPENDENT","Even Yehuda","2024-10-23 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"DEFAULT","INDEPENDENT","Givat Shmuel","2024-10-23 00:00:00","CLOSED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"DEFAULT","INDEPENDENT","Kfar Tavor","2024-10-23 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"DEFAULT","INDEPENDENT","Nethanya","2024-10-23 00:00:00","CLOSED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"DEFAULT","INDEPENDENT","Ramat-Gan","2024-10-23 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"DEFAULT","WHEELCHAIR","Kefar Sava","2024-10-23 00:00:00","CLOSED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"DEFAULT","WHEELCHAIR","Kfar Tavor","2024-10-23 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"DIABETIC_WOUND_TREATMENT","WHEELCHAIR","Holon","2024-10-23 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"MEDICATION","INDEPENDENT","Holon","2024-10-23 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"MEDICATION","INDEPENDENT","Tel Aviv-Yafo","2024-10-23 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"PRIVATE_SECURITY_HOME","INDEPENDENT","Jerusalem","2024-10-23 00:00:00","CLOSED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"PRIVATE_SECURITY_HOME","WALKER","Ashkelon","2024-10-23 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"PRIVATE_SECURITY_HOME","WALKER","Kefar Sava","2024-10-23 00:00:00","CLOSED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"PRIVATE_SECURITY_HOME","WHEELCHAIR","Herzliya","2024-10-23 00:00:00","CLOSED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"PRIVATE_SECURITY_HOSPITAL","BEDRIDDEN","Afula","2024-10-23 00:00:00","CLOSED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"PRIVATE_SECURITY_HOSPITAL","BEDRIDDEN","Pardes Hana-Karkur","2024-10-23 00:00:00","CLOSED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"PRIVATE_SECURITY_HOSPITAL","BEDRIDDEN","Rehovoth","2024-10-23 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"PRIVATE_SECURITY_HOSPITAL","INDEPENDENT","Ashkelon","2024-10-23 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"PRIVATE_SECURITY_HOSPITAL","INDEPENDENT","Ramat-Gan","2024-10-23 00:00:00","CLOSED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"PRIVATE_SECURITY_HOSPITAL","INDEPENDENT","Tel Aviv-Yafo","2024-10-23 00:00:00","CLOSED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"PRIVATE_SECURITY_HOSPITAL","WALKER","רמת גן","2024-10-23 00:00:00","CLOSED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"PRIVATE_SECURITY_HOSPITAL","WALKER","תל אביב-יפו","2024-10-23 00:00:00","CLOSED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"PRIVATE_SECURITY_HOSPITAL","WALKING_CANE","Tel Aviv-Yafo","2024-10-23 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"PRIVATE_SECURITY_HOSPITAL","WHEELCHAIR","Ramat-Gan","2024-10-23 00:00:00","CLOSED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"SUTURE_REMOVAL","INDEPENDENT","Mevaseret Zion","2024-10-23 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"WOUND_CARE","INDEPENDENT","Beit Oved","2024-10-23 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"WOUND_CARE","INDEPENDENT","Or Akiva","2024-10-23 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"WOUND_CARE","INDEPENDENT","Ramat Hasharon","2024-10-23 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"WOUND_CARE","WALKER","Tel Aviv-Yafo","2024-10-23 00:00:00","CLOSED",1,0,1,1,"NURSE"
"023f36e5-dce4-4c67-a860-b2f063ebe321",,"WOUND_CARE","WALKING_CANE","Ramat Hasharon","2024-10-23 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"025cf8e8-b6a5-43e7-99a3-d8c769e58fc5",,"CENTRAL_CATHETER_TREATMENT","WALKER","Raanana","2024-10-11 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"025cf8e8-b6a5-43e7-99a3-d8c769e58fc5",,"DEFAULT","BEDRIDDEN","Kiryat Tivon","2024-10-11 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"025cf8e8-b6a5-43e7-99a3-d8c769e58fc5",,"DEFAULT","BEDRIDDEN","Tel Aviv-Yafo","2024-10-11 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"025cf8e8-b6a5-43e7-99a3-d8c769e58fc5",,"DEFAULT","INDEPENDENT","Beer Ya'akov","2024-10-11 00:00:00","CLOSED",1,0,1,1,"NURSE"
"025cf8e8-b6a5-43e7-99a3-d8c769e58fc5",,"DEFAULT","INDEPENDENT","Jerusalem","2024-10-11 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"025cf8e8-b6a5-43e7-99a3-d8c769e58fc5",,"DEFAULT","INDEPENDENT","Mevo Horon","2024-10-11 00:00:00","CLOSED",1,0,1,1,"NURSE"
"025cf8e8-b6a5-43e7-99a3-d8c769e58fc5",,"DEFAULT","INDEPENDENT","Ramat-Gan","2024-10-11 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"025cf8e8-b6a5-43e7-99a3-d8c769e58fc5",,"DEFAULT","INDEPENDENT","Ramat-Gan","2024-10-11 00:00:00","CLOSED",1,0,1,1,"NURSE"
"025cf8e8-b6a5-43e7-99a3-d8c769e58fc5",,"PRIVATE_SECURITY_HOME","INDEPENDENT","Kefar Sava","2024-10-11 00:00:00","CLOSED",1,0,1,1,"NURSE"
"025cf8e8-b6a5-43e7-99a3-d8c769e58fc5",,"PRIVATE_SECURITY_HOME","WALKING_CANE","Ness Ziona","2024-10-11 00:00:00","CLOSED",1,0,1,1,"NURSE"
"025cf8e8-b6a5-43e7-99a3-d8c769e58fc5",,"PRIVATE_SECURITY_HOSPITAL","BEDRIDDEN","Jerusalem","2024-10-11 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"025cf8e8-b6a5-43e7-99a3-d8c769e58fc5",,"PRIVATE_SECURITY_HOSPITAL","WALKING_CANE","ירושלים","2024-10-11 00:00:00","CLOSED",1,0,1,1,"NURSE"
"025cf8e8-b6a5-43e7-99a3-d8c769e58fc5",,"PRIVATE_SECURITY_HOSPITAL","WALKING_CANE","פתח תקווה","2024-10-11 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"025cf8e8-b6a5-43e7-99a3-d8c769e58fc5",,"PRIVATE_SECURITY_HOSPITAL","WHEELCHAIR","Ramla","2024-10-11 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"025cf8e8-b6a5-43e7-99a3-d8c769e58fc5",,"WOUND_CARE","INDEPENDENT","Qatsrin","2024-10-11 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"025cf8e8-b6a5-43e7-99a3-d8c769e58fc5",,"WOUND_CARE","INDEPENDENT","חיפה","2024-10-11 00:00:00","CLOSED",1,0,1,1,"NURSE"
"03436ffb-1bef-4def-b618-353af58a23f4","FEMALE","DEFAULT","BEDRIDDEN","חיפה","2024-09-12 00:00:00","CLOSED",1,0,1,1,"NURSE"
"03436ffb-1bef-4def-b618-353af58a23f4","FEMALE","DEFAULT","INDEPENDENT","Mevo Horon","2024-09-12 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"03ee11a9-7a5a-4b2b-8bfa-f0dd9fb8a488","FEMALE","CENTRAL_CATHETER_TREATMENT","WALKER","Holon","2024-10-15 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"03ee11a9-7a5a-4b2b-8bfa-f0dd9fb8a488","FEMALE","DAY_NIGHT_CIRCUMCISION_NURSE","INDEPENDENT","חיפה","2024-10-15 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"03ee11a9-7a5a-4b2b-8bfa-f0dd9fb8a488","FEMALE","DEFAULT","INDEPENDENT","Einat","2024-10-15 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"03ee11a9-7a5a-4b2b-8bfa-f0dd9fb8a488","FEMALE","DEFAULT","INDEPENDENT","Givat Shmuel","2024-10-15 00:00:00","CLOSED",1,0,1,1,"NURSE"
"03ee11a9-7a5a-4b2b-8bfa-f0dd9fb8a488","FEMALE","DEFAULT","INDEPENDENT","Kfar Tapuach","2024-10-15 00:00:00","CLOSED",1,0,1,1,"NURSE"
"03ee11a9-7a5a-4b2b-8bfa-f0dd9fb8a488","FEMALE","DEFAULT","INDEPENDENT","Petach Tikva","2024-10-15 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"03ee11a9-7a5a-4b2b-8bfa-f0dd9fb8a488","FEMALE","DEFAULT","INDEPENDENT","חיפה","2024-10-15 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"03ee11a9-7a5a-4b2b-8bfa-f0dd9fb8a488","FEMALE","DEFAULT","INDEPENDENT","תל אביב-יפו","2024-10-15 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"03ee11a9-7a5a-4b2b-8bfa-f0dd9fb8a488","FEMALE","DEFAULT","WALKER","Ramat-Gan","2024-10-15 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"03ee11a9-7a5a-4b2b-8bfa-f0dd9fb8a488","FEMALE","DEFAULT","WHEELCHAIR","Kfar Tavor","2024-10-15 00:00:00","CLOSED",1,0,1,1,"NURSE"
"03ee11a9-7a5a-4b2b-8bfa-f0dd9fb8a488","FEMALE","PRIVATE_SECURITY_HOME","BEDRIDDEN","Hadera","2024-10-15 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"03ee11a9-7a5a-4b2b-8bfa-f0dd9fb8a488","FEMALE","PRIVATE_SECURITY_HOME","INDEPENDENT","מגדל העמק","2024-10-15 00:00:00","CLOSED",1,0,1,1,"NURSE"
"03ee11a9-7a5a-4b2b-8bfa-f0dd9fb8a488","FEMALE","PRIVATE_SECURITY_HOME","WALKER","Jerusalem","2024-10-15 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"03ee11a9-7a5a-4b2b-8bfa-f0dd9fb8a488","FEMALE","PRIVATE_SECURITY_HOME","WHEELCHAIR","Givat Shmu'el","2024-10-15 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"03ee11a9-7a5a-4b2b-8bfa-f0dd9fb8a488","FEMALE","PRIVATE_SECURITY_HOME","WHEELCHAIR","מגדל העמק","2024-10-15 00:00:00","CLOSED",1,0,1,1,"NURSE"
"03ee11a9-7a5a-4b2b-8bfa-f0dd9fb8a488","FEMALE","PRIVATE_SECURITY_HOSPITAL","INDEPENDENT","ירושלים","2024-10-15 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"03ee11a9-7a5a-4b2b-8bfa-f0dd9fb8a488","FEMALE","PRIVATE_SECURITY_HOSPITAL","WALKER","רמת גן","2024-10-15 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"03ee11a9-7a5a-4b2b-8bfa-f0dd9fb8a488","FEMALE","WOUND_CARE","INDEPENDENT","בת ים","2024-10-15 00:00:00","CLOSED",1,0,1,1,"NURSE"
"042f7523-51ec-41b5-8c0d-3190cc97f847","MALE","DAY_NIGHT_CIRCUMCISION_NURSE","INDEPENDENT","חיפה","2025-01-13 00:00:00","CLOSED",1,0,1,1,"NURSE"
"042f7523-51ec-41b5-8c0d-3190cc97f847","MALE","MEDICATION","INDEPENDENT","Ramat-Gan","2025-01-13 00:00:00","CLOSED",1,0,1,1,"NURSE"
"042f7523-51ec-41b5-8c0d-3190cc97f847","MALE","PRIVATE_SECURITY_HOSPITAL","INDEPENDENT","Ramat-Gan","2025-01-13 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"042f7523-51ec-41b5-8c0d-3190cc97f847","MALE","WOUND_CARE","WALKER","Holon","2025-01-13 00:00:00","CLOSED",1,0,1,1,"NURSE"
"0471f24c-644d-4947-8899-45d66879b6d9","FEMALE","DEFAULT","WALKER","Tel Aviv-Yafo","2025-02-21 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"0471f24c-644d-4947-8899-45d66879b6d9","FEMALE","MEDICATION","INDEPENDENT","Tel Aviv-Yafo","2025-02-21 00:00:00","CLOSED",1,0,1,1,"NURSE"
"0471f24c-644d-4947-8899-45d66879b6d9","FEMALE","PRIVATE_SECURITY_HOME","INDEPENDENT","Hefa","2025-02-21 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"0471f24c-644d-4947-8899-45d66879b6d9","FEMALE","PRIVATE_SECURITY_HOME","INDEPENDENT","Petach Tikva","2025-02-21 00:00:00","CANCELLED",1,0,1,1,"NURSE"
"0471f24c-644d-4947-8899-45d66879b6d9","FEMALE","PRIVATE_SECURITY_HOSPITAL","BEDRIDDEN","חיפה","2025-02-21 00:00:00","CLOSED",1,0,1,1,"NURSE"
"0471f24c-644d-4947-8899-45d66879b6d9","FEMALE","PRIVATE_SECURITY_HOSPITAL","INDEPENDENT","Jerusalem","2025-02-21 00:00:00","CANCELLED",1,0,1,1,"NURSE"
